Order ID,Customer ID,Product ID,Date,Original Price,Discount%,Customer Age,City,State,Category,Sub-category,Product Name,Brand Name,Size,Color,Ratings,Discounted Price
3HNVUBDU1U,10254,W2R1S2JD,2022-12-05,4743,48,15,Bengaluru,Karnataka,Footwear,Sandals,HRX Sandals,HRX,S,Red,3.9,2466.36
6KXOYN04XR,66126,5HYTSM4R,2022-08-17,1057,39,41,Noida,Uttar Pradesh,Accessories,Bag,USPolo Bag,USPolo,XS,Black,3.3,644.77
R0TAXL71W8,20219,GRKGR17U,2022-05-18,2420,64,54,New Delhi,Delhi,Men,Shirts,Puma Shirts,Puma,XL,Pink,4.3,871.1999999999999
BW3UJKUWDT,94636,9H26LE0M,2022-08-14,3712,33,27,Howrah,West Bengal,Accessories,Sunglasses,Levis Sunglasses,Levis,XXL,White,4.6,2487.04
VYO2EHGU7U,63525,CL84KOML,2024-06-04,4672,38,56,Coimbatore,Tamil Nadu,Kids,Kids Jeans,Nike Kids Jeans,Nike,XXL,Yellow,1.2,2896.64
52CSUSYBNU,21454,IW338BJ6,2022-09-13,4072,36,22,Kolkata,West Bengal,Men,Jeans,Zara Jeans,Zara,XL,Red,4.7,2606.08
WLPPG9TA8I,60287,2DQ7VJCA,2023-12-09,1291,35,33,Dwarka,Delhi,Men,Jeans,RedTape Jeans,RedTape,L,Grey,2.3,839.15
YPP774G1GW,27173,GQ8JBXEL,2023-04-25,3118,35,47,Lucknow,Uttar Pradesh,Footwear,Sports Shoes,H&M Sports Shoes,H&M,S,Pink,3.7,2026.7
UZCHD1XZKZ,68411,4T1Y6X2S,2022-04-10,3428,38,55,Durgapur,West Bengal,Kids,Kids Shoes,USPolo Kids Shoes,USPolo,XXL,White,3.7,2125.36
6CNSKSLXEV,69830,Z6XOLY0J,2023-02-21,665,25,35,Nashik,Maharashtra,Footwear,Sandals,Biba Sandals,Biba,M,Yellow,2.7,498.75
B77BK8GM93,56015,HY7FRNXZ,2023-12-14,2075,36,53,Dwarka,Delhi,Men,Shoes,Biba Shoes,Biba,XS,Grey,4.6,1328.0
PN53JH5JVF,16402,OT05BM04,2022-06-15,3289,60,37,New Delhi,Delhi,Women,Top,USPolo Top,USPolo,XL,Brown,1.9,1315.6000000000001
670HFI5N4T,77803,I853ZZKS,2023-05-11,968,19,58,Nashik,Maharashtra,Men,Shirts,H&M Shirts,H&M,S,White,4.4,784.08
E5SMZRCEXB,47190,YPF38ZNB,2023-05-19,2127,51,57,Coimbatore,Tamil Nadu,Footwear,Sandals,HRX Sandals,HRX,M,Grey,3.6,1042.23
MUTWNPJCPI,85627,KHO592AF,2024-06-13,888,69,31,Mangalore,Karnataka,Kids,Kids Shoes,Puma Kids Shoes,Puma,XS,White,2.1,275.28000000000003
81OP1SHJR8,22882,JJ4P5YVX,2023-01-06,4534,63,36,Mysuru,Karnataka,Women,Top,USPolo Top,USPolo,S,Green,2.1,1677.58
RC7WWQRNAK,40176,JEBBLWPF,2023-05-03,1652,37,44,New Delhi,Delhi,Footwear,Casual Shoes,H&M Casual Shoes,H&M,S,White,2.9,1040.76
2FUU9C0GD2,29783,JGU9HXN0,2024-11-14,3651,17,23,Patna,Bihar,Men,Shirts,H&M Shirts,H&M,S,Yellow,4.8,3030.33
MEMZZG0EIM,12963,50V53TG4,2022-05-19,1919,53,46,Kolkata,West Bengal,Men,Shoes,Campus Shoes,Campus,M,Yellow,1.5,901.93
J0WYBR4BYJ,83244,P0SYTG02,2022-01-31,3085,59,45,Nagpur,Maharashtra,Accessories,Bag,Adidas Bag,Adidas,L,Black,4.6,1264.8500000000001
52XRGDDWL7,17259,HPN8XCQ6,2024-07-24,4334,69,17,Howrah,West Bengal,Women,Top,H&M Top,H&M,XL,Green,4.1,1343.5400000000002
L066WZQB4L,64669,XG4DBMKT,2024-10-26,454,60,31,Gaya,Bihar,Accessories,Belt,HRX Belt,HRX,L,Black,2.4,181.60000000000002
VV87HGOW48,90703,PCELKS35,2023-03-11,3789,51,34,Nashik,Maharashtra,Men,Shirts,Flying Machine Shirts,Flying Machine,XXL,Green,3.5,1856.61
2N3250ZKNK,61727,4OYCBF3X,2022-05-25,4265,66,49,Kolkata,West Bengal,Kids,Kids Jeans,HRX Kids Jeans,HRX,XL,Red,2.7,1450.1
4M9CH6I4ZE,49217,DBEVEW85,2022-07-23,3123,62,26,Bengaluru,Karnataka,Accessories,Belt,USPolo Belt,USPolo,XS,Pink,4.9,1186.74
OOG2WJ35DP,23137,OZCSY8Y5,2024-01-18,4306,63,18,Chennai,Tamil Nadu,Kids,Kids Shoes,RedTape Kids Shoes,RedTape,XS,Brown,2.4,1593.22
QR60N324L8,33993,JATPU13A,2022-12-27,1130,34,55,Noida,Uttar Pradesh,Footwear,Sports Shoes,Campus Sports Shoes,Campus,XXL,Pink,3.8,745.8
P876QNSN0J,13821,J0EVVXB7,2022-06-01,972,11,53,Howrah,West Bengal,Women,Top,Denim Top,Denim,XL,Yellow,2.3,865.08
OCABQMV2E3,47145,1L7NIL8R,2023-10-13,4619,16,55,Mysuru,Karnataka,Kids,Kids Shoes,Campus Kids Shoes,Campus,L,White,3.8,3879.96
UO5HCVG6RA,87990,E027BIUH,2024-06-08,1682,42,16,Surat,Gujarat,Men,Shirts,Flying Machine Shirts,Flying Machine,M,Red,1.1,975.5600000000002
U8RYGT7V6V,28402,KWL5LMZX,2024-07-23,462,46,59,New Delhi,Delhi,Footwear,Sandals,Biba Sandals,Biba,M,Green,3.7,249.48000000000002
1WO393J3SR,47519,080MAZFK,2022-08-13,1063,70,48,Kanpur,Uttar Pradesh,Accessories,Sunglasses,HRX Sunglasses,HRX,XS,Brown,2.8,318.90000000000003
VDDK7NRTQW,32525,8IGXZWJV,2022-12-06,2323,65,36,Mysuru,Karnataka,Kids,Kids Shoes,Biba Kids Shoes,Biba,L,Pink,2.8,813.05
MLH1JVD69O,84485,A6FXBB0H,2024-09-07,4712,29,15,Bhagalpur,Bihar,Women,Top,WROGN Top,WROGN,L,Grey,2.7,3345.52
YLV9TLQK4F,64901,B5HMWXSP,2022-03-03,1929,46,37,Mangalore,Karnataka,Men,Shoes,RedTape Shoes,RedTape,M,Pink,1.9,1041.66
FI9YDD2KNZ,36933,YT9GDNH0,2024-07-06,3225,48,49,Coimbatore,Tamil Nadu,Men,Shirts,Denim Shirts,Denim,XL,Brown,2.7,1677.0
RWQGHTXG1F,62633,8D8XRXOR,2023-03-07,3874,20,54,Bhagalpur,Bihar,Accessories,Watch,RedTape Watch,RedTape,L,Grey,5.0,3099.2000000000003
I37R2RZW4T,61635,Z0NI3R7B,2022-08-08,4670,34,20,Varanasi,Uttar Pradesh,Kids,Kids Shoes,Puma Kids Shoes,Puma,XXL,Yellow,4.2,3082.2
U4ZZ0RCS7R,95721,WNE6DGMO,2022-08-21,4740,53,36,Mumbai,Maharashtra,Men,Shoes,RedTape Shoes,RedTape,XXL,Brown,3.9,2227.7999999999997
YW3W9O4CHD,98214,E6F2JB43,2024-12-12,4510,60,42,Vadodara,Gujarat,Footwear,Casual Shoes,H&M Casual Shoes,H&M,S,Yellow,2.4,1804.0
YJH7YK6GHN,62790,5X39IPLQ,2022-07-31,312,64,52,Durgapur,West Bengal,Footwear,Sandals,Puma Sandals,Puma,XS,Blue,3.6,112.32
MC9OUEV1OY,97504,AFTPUS8F,2023-03-27,2273,55,35,Chennai,Tamil Nadu,Accessories,Bag,HRX Bag,HRX,XL,Black,3.4,1022.8499999999999
LNB7RH4A6W,21773,70YW0XU8,2023-11-10,4602,8,47,Nashik,Maharashtra,Kids,Kids T-Shirt,Biba Kids T-Shirt,Biba,M,Grey,1.1,4233.84
E2P35DI3QR,10412,FDJ7M713,2022-07-26,2495,62,32,Coimbatore,Tamil Nadu,Women,Top,Roadster Top,Roadster,L,Black,2.4,948.1
PB2Q3GUPEJ,82019,BF2MV4D3,2023-08-29,3930,69,47,Ahmedabad,Gujarat,Kids,Kids Shoes,RedTape Kids Shoes,RedTape,M,Pink,4.3,1218.3000000000002
DEMP12YUPA,11763,IYW8DKZR,2022-01-04,2738,21,49,Chennai,Tamil Nadu,Men,Jeans,H&M Jeans,H&M,S,Black,2.6,2163.02
RR8GJMTO72,80326,TB5UD87H,2024-10-02,999,30,58,Dwarka,Delhi,Accessories,Bag,Levis Bag,Levis,XS,Brown,4.8,699.3
NO8TDX38DJ,78003,AZBJDL83,2023-05-15,3782,28,53,Pune,Maharashtra,Men,Shoes,Puma Shoes,Puma,XXL,Pink,1.7,2723.04
44YAW76NXS,39873,4LDHRKNR,2024-10-05,3624,23,30,Vadodara,Gujarat,Footwear,Sports Shoes,Adidas Sports Shoes,Adidas,S,Grey,3.5,2790.48
7RC2GPZLP5,93001,8VSO3652,2023-07-25,2365,53,25,Kanpur,Uttar Pradesh,Kids,Kids T-Shirt,Levis Kids T-Shirt,Levis,XL,Grey,2.6,1111.55
N0X1FKB6DY,43315,LEULK8KR,2023-12-05,2549,56,27,Mysuru,Karnataka,Footwear,Sandals,Nike Sandals,Nike,XXL,Blue,2.7,1121.56
5YXG65RG8N,91271,Q8W7NUM6,2023-01-30,367,37,54,Howrah,West Bengal,Footwear,Sports Shoes,HRX Sports Shoes,HRX,L,Grey,2.2,231.21
DOCK8WBSNN,69983,00R7PSWZ,2023-08-07,1974,37,24,Pune,Maharashtra,Men,Shoes,Biba Shoes,Biba,L,Green,1.4,1243.6200000000001
9JZETFMTN6,34886,8C1Z3E3F,2024-11-17,4113,28,15,Ahmedabad,Gujarat,Men,Jeans,Campus Jeans,Campus,M,Green,1.2,2961.3599999999997
C0T1VMPCKG,54110,TPL1TZZI,2023-06-03,2171,20,36,Mangalore,Karnataka,Kids,Kids Shoes,RedTape Kids Shoes,RedTape,XL,Green,3.0,1736.8000000000002
V7VYLE9EK2,32563,Q4XBA4L1,2023-10-21,3915,60,27,Bengaluru,Karnataka,Accessories,Bag,USPolo Bag,USPolo,XXL,Brown,3.5,1566.0
NL4J9WNDIQ,80153,NQVQBI7U,2023-01-18,2987,44,49,Chennai,Tamil Nadu,Footwear,Sports Shoes,Adidas Sports Shoes,Adidas,XS,Brown,4.6,1672.7200000000003
4W0XHM3RA1,30094,H2L76LQI,2023-12-19,426,12,52,Kolkata,West Bengal,Kids,Kids T-Shirt,WROGN Kids T-Shirt,WROGN,XL,Green,3.0,374.88
X009K8FK6H,66984,ZKPFN4GZ,2024-02-26,2877,65,21,Mumbai,Maharashtra,Men,Shoes,Roadster Shoes,Roadster,M,Red,2.0,1006.9499999999999
UWKBUZOWM3,14994,4GKY0NT9,2022-05-13,4720,55,45,Nagpur,Maharashtra,Accessories,Bag,Biba Bag,Biba,L,Black,2.8,2124.0
WQI0W82076,81620,S174R4GR,2023-03-10,1638,39,60,Madurai,Tamil Nadu,Footwear,Sports Shoes,Denim Sports Shoes,Denim,M,Brown,3.2,999.18
GF0XHUA8IR,52547,IKR14E5Y,2022-07-13,704,56,60,Noida,Uttar Pradesh,Women,Saree,WROGN Saree,WROGN,L,Grey,1.3,309.76
Q5W2OD88BO,91142,GMIE52YN,2023-03-09,502,25,18,Chennai,Tamil Nadu,Accessories,Watch,H&M Watch,H&M,XXL,Red,4.2,376.5
VW8YMBSMNQ,59933,U0HNIKPV,2022-10-27,2370,25,40,Ahmedabad,Gujarat,Men,Shirts,RedTape Shirts,RedTape,XL,Green,1.7,1777.5
F9ID8CU1KS,27381,Q7CADNFG,2024-05-16,1732,44,25,Vadodara,Gujarat,Men,Jeans,Flying Machine Jeans,Flying Machine,XS,Green,2.1,969.9200000000001
9YPY9WEO86,56178,YC7EQL5K,2022-01-02,3655,55,42,Mangalore,Karnataka,Men,Shirts,Biba Shirts,Biba,S,Black,2.0,1644.7499999999998
6Z8G3I21Q9,89207,Y2ITQ7J5,2022-10-28,2827,57,56,Bengaluru,Karnataka,Accessories,Watch,HRX Watch,HRX,XXL,Green,4.2,1215.6100000000001
Q20NSW0RM1,96675,420FZBCK,2023-04-03,4681,54,28,Coimbatore,Tamil Nadu,Men,Shoes,H&M Shoes,H&M,XS,Grey,4.6,2153.2599999999998
HQZPPFETYN,27508,IAIWHSNE,2024-09-12,3486,16,50,Dwarka,Delhi,Footwear,Sports Shoes,USPolo Sports Shoes,USPolo,XXL,White,3.5,2928.24
H0UPYIVTUX,86981,WZB8ACMG,2022-01-01,2493,13,37,Ahmedabad,Gujarat,Kids,Kids T-Shirt,H&M Kids T-Shirt,H&M,L,Yellow,2.7,2168.91
KZCXS1EFVR,66757,VF0K5OJZ,2023-02-03,1531,42,47,Bengaluru,Karnataka,Women,Saree,Denim Saree,Denim,XS,Brown,2.2,887.9800000000001
M9IHPWQ1LV,72092,SHPC2M1D,2022-07-24,2645,70,18,Karol Bagh,Delhi,Men,Jeans,Puma Jeans,Puma,XL,Black,3.3,793.5000000000001
P8EM2JKO3S,37192,3HJ8WL74,2022-06-18,2221,33,28,Varanasi,Uttar Pradesh,Women,Leggings,Adidas Leggings,Adidas,XS,Green,4.9,1488.07
0P1UD1TA9V,64194,CJSCVD95,2023-06-06,3192,55,51,Coimbatore,Tamil Nadu,Accessories,Bag,Campus Bag,Campus,XL,Grey,3.2,1436.3999999999999
S42M3FB64J,68950,Q8IYLIR7,2023-06-02,374,69,29,Madurai,Tamil Nadu,Men,Shirts,Nike Shirts,Nike,XS,Blue,1.7,115.94000000000003
TPF4GYPTLM,33090,XZ0LT7YT,2023-03-31,2020,38,54,Chennai,Tamil Nadu,Women,Kurti,Puma Kurti,Puma,XXL,Brown,2.9,1252.4
IFT3MJB6XJ,28088,3BRIZF9Z,2022-11-29,1191,55,31,Mumbai,Maharashtra,Men,Jeans,Biba Jeans,Biba,M,Pink,4.9,535.9499999999999
5AWQI3QY4M,28986,CJFHZANK,2024-09-17,2048,19,53,Ahmedabad,Gujarat,Accessories,Watch,H&M Watch,H&M,XXL,Red,4.2,1658.88
26IFEOOTA7,71753,925W7AIR,2022-08-03,1552,61,48,Kanpur,Uttar Pradesh,Kids,Kids Jeans,Denim Kids Jeans,Denim,L,Green,4.8,605.28
TJKGSZ42XT,42561,F6QF6GOQ,2024-02-28,1101,43,58,Gaya,Bihar,Men,Shirts,USPolo Shirts,USPolo,XXL,White,1.0,627.57
B8278RHVDH,16676,X5UVAB98,2022-12-15,1687,45,24,Vadodara,Gujarat,Accessories,Belt,Denim Belt,Denim,L,White,2.6,927.85
Y6TYPPY9BD,73476,OWVLGP1J,2022-07-02,1594,17,40,Dwarka,Delhi,Men,Jeans,H&M Jeans,H&M,S,Grey,4.1,1323.02
EEGIJ64PZG,48431,17P8X7TD,2023-11-12,4202,33,31,Kanpur,Uttar Pradesh,Men,Jeans,Biba Jeans,Biba,XXL,White,4.2,2815.3399999999997
UZ2VAZCU26,48216,4BTT8RFQ,2024-04-01,564,57,29,Mysuru,Karnataka,Men,Shirts,Nike Shirts,Nike,XXL,Blue,3.4,242.52000000000004
ZQAURK9GEV,90426,GWI7X45Z,2023-11-18,3411,17,58,Mumbai,Maharashtra,Kids,Kids Jeans,Campus Kids Jeans,Campus,XL,Yellow,4.2,2831.1299999999997
BU8OS2JSUX,87530,7TWXJHM5,2024-12-29,4662,40,47,Durgapur,West Bengal,Footwear,Sports Shoes,RedTape Sports Shoes,RedTape,L,White,2.3,2797.2
G796I5SSOQ,56567,7C2GW09I,2023-12-29,4381,64,22,Lucknow,Uttar Pradesh,Women,Saree,Roadster Saree,Roadster,XXL,White,4.8,1577.1599999999999
TQU9SJMG6I,48220,WKM1WB57,2024-11-17,3516,47,39,Bengaluru,Karnataka,Footwear,Casual Shoes,Adidas Casual Shoes,Adidas,XS,Brown,4.7,1863.48
HGTSAFTYR3,48204,6O110QDV,2024-12-19,4590,11,42,Noida,Uttar Pradesh,Women,Saree,Campus Saree,Campus,L,Black,2.7,4085.1
J73TE9BS3J,30744,WHW50QFV,2023-10-06,4035,37,41,Mumbai,Maharashtra,Accessories,Bag,Zara Bag,Zara,XL,Grey,1.4,2542.05
Y3WRVN9JIT,61426,FJO6HV1H,2023-08-15,2605,56,38,Surat,Gujarat,Kids,Kids Shoes,Zara Kids Shoes,Zara,XL,Green,2.3,1146.1999999999998
9MYK45YHC2,24864,502N03TA,2022-02-05,896,21,45,Pune,Maharashtra,Accessories,Watch,Zara Watch,Zara,XL,Blue,4.5,707.84
S1U03NSB8V,67869,EKYTGVGT,2023-09-07,4814,64,53,Patna,Bihar,Footwear,Sports Shoes,Roadster Sports Shoes,Roadster,XXL,Brown,2.8,1733.04
6S2ZWZ4O3O,35190,APCM1VPQ,2022-12-06,2573,64,33,Ahmedabad,Gujarat,Accessories,Sunglasses,Levis Sunglasses,Levis,XXL,Brown,3.7,926.28
J1JRYO1OI9,81912,X395NGD2,2024-10-06,4152,33,38,Kolkata,West Bengal,Footwear,Casual Shoes,Campus Casual Shoes,Campus,M,Blue,4.0,2781.8399999999997
XXH8LQCDAB,61097,5E9MWM0Y,2022-11-10,759,70,58,Ahmedabad,Gujarat,Footwear,Sports Shoes,Nike Sports Shoes,Nike,XS,Brown,3.3,227.70000000000005
JPPALID29A,67585,9LYG79JT,2024-08-23,4079,60,27,Mangalore,Karnataka,Kids,Kids Jeans,HRX Kids Jeans,HRX,S,Pink,3.8,1631.6000000000001
TMESGFI4JS,83658,I6TLSIJL,2023-02-11,1207,23,24,Noida,Uttar Pradesh,Kids,Kids T-Shirt,Campus Kids T-Shirt,Campus,M,White,2.9,929.39
C5IN0168V3,90266,6P8RK31E,2022-11-06,2908,53,36,Kanpur,Uttar Pradesh,Kids,Kids Shoes,Zara Kids Shoes,Zara,XL,Black,3.3,1366.76
PAKAJLKLD2,48140,XXB5JT3U,2023-07-01,989,6,27,Durgapur,West Bengal,Kids,Kids Jeans,Campus Kids Jeans,Campus,S,Grey,1.8,929.66
